N,RunID,GFLOPS
256,47,160.293267
256,48,159.747433
256,49,165.768538
256,50,167.544629
256,51,167.345408
256,52,166.750579
256,53,166.356369
256,54,152.809434
256,55,161.396202
256,56,166.553241
256,57,165.378952
256,58,164.412954
256,59,165.964019
256,60,120.494425
256,61,118.167497
256,62,156.374987
256,63,163.838752
256,64,165.573516
256,65,166.159963
256,66,166.750579
256,67,164.412954
256,68,161.396202
256,69,166.159963
256,70,166.948385
256,71,166.159963
256,72,164.991194
256,73,166.948385
256,74,162.890612
256,75,160.476041
256,76,166.356369
256,77,164.221107
256,78,162.139964
256,79,159.385604
256,80,164.991194
256,81,164.412954
256,82,163.458175
256,83,163.838752
256,84,165.964019
256,85,159.385604
256,86,164.029707
256,87,165.768538
256,88,166.356369
256,89,165.378952
256,90,163.838752
256,91,165.378952
256,92,166.948385
256,93,157.777453
256,94,164.605250
256,95,165.964019
256,96,167.544629
256,97,165.573516
256,98,166.356369
256,99,165.964019
256,100,167.544629
256,101,158.488163
256,102,166.159963
256,103,159.747433
256,104,166.948385
256,105,164.412954
256,106,159.747433
256,107,166.553241
256,108,133.653835
256,109,164.797996
256,110,164.221107
256,111,165.378952
256,112,166.159963
256,113,141.587010
256,114,145.540319
256,115,143.609682
256,116,166.553241
256,117,165.378952
256,118,166.750579
256,119,166.553241
256,120,167.146661
256,121,165.573516
256,122,164.412954
256,123,158.666841
256,124,163.268548
256,125,156.374987
256,126,165.964019
256,127,160.476041
256,128,166.750579
256,129,159.385604
256,130,165.964019
256,131,165.768538
256,132,166.159963
256,133,167.345408
256,134,158.845924
256,135,165.573516
256,136,166.948385
256,137,166.159963
256,138,165.573516
256,139,162.326976
256,140,165.768538
256,141,157.424484
256,142,165.378952
256,143,164.991194
256,144,162.890612
256,145,158.845924
256,146,166.553241
256,147,164.029707
256,148,159.566313
256,149,165.964019
256,150,159.747433
256,151,157.954532
256,152,155.168124
256,153,165.184845
256,154,165.573516
256,155,161.211327
256,156,160.842844
256,157,167.146661
256,158,164.991194
256,159,156.897980
256,160,166.750579
256,161,165.573516
256,162,165.964019
256,163,167.744325
256,164,165.378952
256,165,166.553241
256,166,167.146661
256,167,167.544629
256,168,158.309886
256,169,167.146661
256,170,164.991194
256,171,166.159963
256,172,167.345408
256,173,161.211327
256,174,166.356369
256,175,166.948385
256,176,167.146661
256,177,165.184845
256,178,165.184845
256,179,155.511037
256,180,166.750579
256,181,162.139964
256,182,162.514421
256,183,167.146661
256,184,159.566313
256,185,165.964019
